FID,lon,lat
348,169.223243778,-77.4590615437
349,169.223238058,-77.4590167645
350,169.223232337,-77.4589719852
351,169.223226617,-77.4589272059
352,169.223220896,-77.4588824267
353,169.223215176,-77.4588376474
354,169.223209455,-77.4587928681
355,169.223203735,-77.4587480889
356,169.223201639,-77.4587033273
357,169.223216604,-77.4586586489
358,169.223231569,-77.4586139705
359,169.223246534,-77.4585692921
360,169.223261499,-77.4585246136
361,169.223276464,-77.4584799352
362,169.223291428,-77.4584352568
363,169.223306393,-77.4583905784
364,169.223321357,-77.4583459
365,169.223336322,-77.4583012216
366,169.223351286,-77.4582565432
367,169.22336625,-77.4582118648
368,169.223381214,-77.4581671864
369,169.223396178,-77.4581225079
370,169.223377861,-77.4580781399
371,169.223345324,-77.4580339045
372,169.223312787,-77.457989669
373,169.223280251,-77.4579454336
374,169.223247715,-77.4579011982
375,169.223215179,-77.4578569627
376,169.223182643,-77.4578127273
377,169.223150108,-77.4577684918
378,169.223117572,-77.4577242564
379,169.223085037,-77.4576800209
380,169.223052503,-77.4576357855
381,169.223019968,-77.45759155
382,169.222974123,-77.4575489966
383,169.222813191,-77.4575209866
384,169.222652261,-77.4574929765
385,169.222491331,-77.4574649663
386,169.222330401,-77.457436956
387,169.222169473,-77.4574089456
388,169.222008545,-77.4573809351
389,169.221847618,-77.4573529245
390,169.221686691,-77.4573249138
391,169.221525765,-77.4572969031
392,169.22136484,-77.4572688922
393,169.221203916,-77.4572408812
394,169.221042992,-77.4572128702
395,169.220882069,-77.457184859
396,169.220721147,-77.4571568478
397,169.220580168,-77.4571244285
398,169.220448462,-77.4570899597
399,169.220316757,-77.4570554909
400,169.220185053,-77.457021022
401,169.22005335,-77.456986553
402,169.219921647,-77.4569520839
403,169.219789945,-77.4569176148
404,169.219658243,-77.4568831456
405,169.219526543,-77.4568486764
406,169.219394843,-77.4568142071
407,169.219263143,-77.4567797377
408,169.219131445,-77.4567452682
409,169.218999747,-77.4567107987
410,169.21886805,-77.4566763292
411,169.21875038,-77.4566401459
412,169.218683222,-77.4565977919
413,169.218616065,-77.4565554379
414,169.218548908,-77.4565130839
415,169.218481751,-77.4564707299
416,169.218414595,-77.4564283758
417,169.218347439,-77.4563860218
418,169.218280284,-77.4563436677
419,169.218213129,-77.4563013136
420,169.218145974,-77.4562589595
421,169.21807882,-77.4562166054
422,169.218040917,-77.4561727643
423,169.218014607,-77.456128334
424,169.217988297,-77.4560839037
425,169.217961987,-77.4560394734
426,169.217935678,-77.4559950431
427,169.21791897,-77.4559504655
428,169.2179163,-77.4559056728
429,169.217913629,-77.4558608801
430,169.217910958,-77.4558160873
431,169.217908287,-77.4557712946
432,169.217905616,-77.4557265019
433,169.217902946,-77.4556817092
434,169.217900152,-77.4556369168
435,169.217897092,-77.4555921252
436,169.217894031,-77.4555473337
437,169.217890971,-77.4555025421
438,169.217887911,-77.4554577506
439,169.21788485,-77.455412959
440,169.21788179,-77.4553681675
441,169.21787873,-77.4553233759
442,169.21787567,-77.4552785844
443,169.217872609,-77.4552337928
444,169.217869549,-77.4551890013
445,169.217866489,-77.4551442097
446,169.217875848,-77.455099537
447,169.217897022,-77.4550549774
448,169.217918196,-77.4550104178
449,169.21793937,-77.4549658582
450,169.217960543,-77.4549212985
451,169.217981717,-77.4548767389
452,169.21800289,-77.4548321793
453,169.218024064,-77.4547876197
454,169.218045237,-77.45474306
455,169.21806641,-77.4546985004
456,169.218087583,-77.4546539408
457,169.218108755,-77.4546093811
458,169.218129928,-77.4545648215
459,169.2181511,-77.4545202619
460,169.218172272,-77.4544757022
461,169.218193444,-77.4544311426
462,169.218214616,-77.4543865829
463,169.218235788,-77.4543420233
464,169.21825696,-77.4542974636
465,169.218278131,-77.454252904
466,169.218299303,-77.4542083443
467,169.218320474,-77.4541637847
468,169.218341645,-77.454119225
469,169.218362816,-77.4540746654
470,169.218285052,-77.4540419515
471,169.218100385,-77.4540220376
472,169.217915717,-77.4540021235
473,169.217731051,-77.4539822093
474,169.217546385,-77.453962295
475,169.217361719,-77.4539423806
476,169.217177054,-77.4539224661
477,169.21699239,-77.4539025514
478,169.216807727,-77.4538826366
479,169.216623063,-77.4538627216
480,169.216438401,-77.4538428066
481,169.216253739,-77.4538228914
482,169.216069077,-77.4538029761
483,169.215884417,-77.4537830606
484,169.215699756,-77.4537631451
485,169.215515097,-77.4537432294
486,169.215330438,-77.4537233136
487,169.215145779,-77.4537033976
488,169.214961121,-77.4536834816
489,169.214796083,-77.4536582344
490,169.214666076,-77.4536234689
491,169.214536069,-77.4535887034
492,169.214406063,-77.4535539378
493,169.214276058,-77.4535191721
494,169.214146054,-77.4534844064
495,169.21401605,-77.4534496406
496,169.213886047,-77.4534148747
497,169.213756044,-77.4533801088
498,169.213626043,-77.4533453428
499,169.213496042,-77.4533105767
500,169.213366042,-77.4532758106
501,169.213236042,-77.4532410445
502,169.213106043,-77.4532062782
503,169.212976045,-77.4531715119
504,169.212846048,-77.4531367455
505,169.212716051,-77.4531019791
506,169.212586055,-77.4530672126
507,169.21245606,-77.4530324461
508,169.212326065,-77.4529976795
509,169.212267643,-77.4529571646
510,169.212262348,-77.4529123829
511,169.212315239,-77.4528700477
512,169.212397016,-77.452828927
513,169.212478793,-77.4527878063
514,169.212560569,-77.4527466856
515,169.212642345,-77.4527055649
516,169.21272412,-77.4526644441
517,169.212805895,-77.4526233233
518,169.212887669,-77.4525822025
519,169.212969442,-77.4525410817
520,169.213051215,-77.4524999608
521,169.213132988,-77.4524588399
522,169.21321476,-77.452417719
523,169.213296532,-77.4523765981
524,169.213378303,-77.4523354771
525,169.213460073,-77.4522943561
526,169.213541843,-77.4522532351
527,169.213623612,-77.4522121141
528,169.213705381,-77.452170993
529,169.213787149,-77.452129872
530,169.213868917,-77.4520887509
531,169.213950684,-77.4520476297
532,169.214032451,-77.4520065086
533,169.214114217,-77.4519653874
534,169.214195983,-77.4519242662
535,169.214277748,-77.4518831449
536,169.214359513,-77.4518420237
537,169.21446775,-77.451803929
538,169.214577349,-77.4517659899
539,169.214686947,-77.4517280507
540,169.214796544,-77.4516901116
541,169.214906141,-77.4516521723
542,169.21502151,-77.4516150516
543,169.215137126,-77.451577966
544,169.215252742,-77.4515408802
545,169.215368356,-77.4515037945
546,169.21548397,-77.4514667087
547,169.215599583,-77.4514296228
548,169.215715196,-77.4513925369
549,169.215830808,-77.4513554509
550,169.215946419,-77.4513183649
551,169.21606203,-77.4512812788
552,169.21617764,-77.4512441927
553,169.216293249,-77.4512071065
554,169.216408857,-77.4511700203
555,169.216524465,-77.451132934
556,169.216640072,-77.4510958477
557,169.216755679,-77.4510587614
558,169.216871285,-77.451021675
559,169.21698689,-77.4509845885
560,169.217102494,-77.450947502
561,169.217218098,-77.4509104154
562,169.217267537,-77.4508674129
563,169.217305468,-77.4508233816
564,169.217343399,-77.4507793503
565,169.21735405,-77.450736058
566,169.217267553,-77.4506953973
567,169.217181057,-77.4506547367
568,169.217094562,-77.450614076
569,169.217008067,-77.4505734152
570,169.216921573,-77.4505327545
571,169.216835079,-77.4504920937
572,169.216748586,-77.4504514329
573,169.216662093,-77.4504107721
574,169.216575601,-77.4503701112
575,169.21648911,-77.4503294503
576,169.216402619,-77.4502887894
577,169.216316128,-77.4502481284
578,169.216229638,-77.4502074675
579,169.216143149,-77.4501668065
580,169.21605666,-77.4501261454
581,169.215963551,-77.4500862634
582,169.215854201,-77.4500482925
583,169.215744851,-77.4500103216
584,169.215635502,-77.4499723506
585,169.215526153,-77.4499343796
586,169.215416806,-77.4498964085
587,169.215307458,-77.4498584374
588,169.215198112,-77.4498204663
589,169.215266443,-77.4497805968
590,169.215358131,-77.4497404778
591,169.215449818,-77.4497003588
592,169.215541504,-77.4496602398
593,169.21563319,-77.4496201207
594,169.215788667,-77.4495928333
595,169.215965586,-77.4495698588
596,169.216142504,-77.4495468842
597,169.216319421,-77.4495239095
598,169.216496338,-77.4495009347
599,169.216673254,-77.4494779597
600,169.216802837,-77.4494432518
601,169.216930734,-77.4494081259
602,169.21705863,-77.4493729999
603,169.217186526,-77.4493378739
604,169.21731442,-77.4493027478
605,169.217374248,-77.4492610514
606,169.217408363,-77.449216873
607,169.217442478,-77.4491726947
608,169.217476593,-77.4491285163
609,169.217510707,-77.4490843379
610,169.217544822,-77.4490401595
611,169.217578936,-77.448995981
612,169.217604266,-77.4489521047
613,169.21750908,-77.4489123733
614,169.217413894,-77.4488726419
615,169.217318709,-77.4488329104
616,169.217223524,-77.4487931789
617,169.217128341,-77.4487534473
618,169.217033157,-77.4487137157
619,169.216937974,-77.4486739841
620,169.216842792,-77.4486342525
621,169.216747611,-77.4485945208
622,169.21665243,-77.4485547891
623,169.216557249,-77.4485150573
624,169.21646207,-77.4484753256
625,169.216366891,-77.4484355938
626,169.216222852,-77.448405957
627,169.216045153,-77.4483832748
628,169.215867456,-77.4483605924
629,169.215689759,-77.4483379099
630,169.215512062,-77.4483152272
631,169.215334366,-77.4482925445
632,169.215156671,-77.4482698616
633,169.214978977,-77.4482471786
634,169.214801283,-77.4482244955
635,169.21462359,-77.4482018123
636,169.214445897,-77.448179129
637,169.214268205,-77.4481564455
638,169.214090514,-77.448133762
639,169.213930691,-77.4481067951
640,169.213809528,-77.4480705608
641,169.213688365,-77.4480343264
642,169.213567204,-77.447998092
643,169.213446043,-77.4479618575
644,169.213324882,-77.447925623
645,169.213203723,-77.4478893884
646,169.213082564,-77.4478531538
647,169.213215758,-77.4478226921
648,169.21336873,-77.4477926792
649,169.213521701,-77.4477626663
650,169.213674672,-77.4477326532
651,169.213827642,-77.4477026401
652,169.213812162,-77.4476600757
653,169.213776037,-77.447615973
654,169.213739913,-77.4475718704
655,169.213703788,-77.4475277677
656,169.213667665,-77.447483665
657,169.213631541,-77.4474395623
658,169.213773311,-77.4474093144
659,169.213930029,-77.4473802307
660,169.214086747,-77.4473511469
661,169.214265444,-77.4473313688
662,169.21446548,-77.4473206248
663,169.214664638,-77.4473122209
664,169.214854043,-77.4473298594
665,169.215043448,-77.4473474978
666,169.215232853,-77.447365136
667,169.215336006,-77.4474019743
668,169.215421586,-77.4474427242
669,169.215507167,-77.447483474
670,169.215592749,-77.4475242239
671,169.215678331,-77.4475649737
672,169.215763914,-77.4476057235
673,169.215849497,-77.4476464732
674,169.215935081,-77.447687223
675,169.216020665,-77.4477279727
676,169.21610625,-77.4477687223
677,169.216191836,-77.447809472
678,169.216277422,-77.4478502216
679,169.216363008,-77.4478909712
680,169.216448595,-77.4479317208
681,169.216534183,-77.4479724703
682,169.216619771,-77.4480132198
683,169.21670536,-77.4480539693
684,169.216798154,-77.4480931858
685,169.216983718,-77.4481126634
686,169.217169283,-77.4481321409
687,169.217354848,-77.4481516183
688,169.217540414,-77.4481710956
689,169.217725981,-77.4481905727
690,169.217911548,-77.4482100497
691,169.218097115,-77.4482295266
692,169.218282684,-77.4482490033
693,169.218468252,-77.4482684799
694,169.218653822,-77.4482879564
695,169.218839391,-77.4483074328
696,169.219024962,-77.448326909
697,169.219210533,-77.4483463851
698,169.219396104,-77.4483658611
699,169.219581677,-77.4483853369
700,169.219767249,-77.4484048126
701,169.219953672,-77.448423898
702,169.220140606,-77.4484427489
703,169.22032754,-77.4484615997
704,169.220514474,-77.4484804504
705,169.220701409,-77.448499301
706,169.220888345,-77.4485181514
707,169.221048058,-77.4485463269
708,169.221206112,-77.4485750708
709,169.221364167,-77.4486038145
710,169.221522222,-77.4486325582
711,169.221680278,-77.4486613018
712,169.221838335,-77.4486900453
713,169.221996393,-77.4487187887
714,169.222154451,-77.448747532
715,169.22231251,-77.4487762752
716,169.222470569,-77.4488050184
717,169.22262863,-77.4488337614
718,169.222802837,-77.4488574734
719,169.222981502,-77.4488797962
720,169.223160169,-77.4489021188
721,169.223338836,-77.4489244413
722,169.223517503,-77.4489467637
723,169.223696172,-77.448969086
724,169.223874841,-77.4489914081
725,169.22405351,-77.4490137301
726,169.22423218,-77.449036052
727,169.224410851,-77.4490583738
728,169.224589523,-77.4490806955
729,169.224768195,-77.4491030171
730,169.224946867,-77.4491253385
731,169.225125541,-77.4491476598
732,169.225304215,-77.449169981
733,169.225482889,-77.4491923021
734,169.225672569,-77.4492097816
735,169.225862682,-77.449227071
736,169.226052795,-77.4492443604
737,169.226242908,-77.4492616496
738,169.226433022,-77.4492789386
739,169.226623137,-77.4492962275
740,169.226813252,-77.4493135163
741,169.227003368,-77.449330805
742,169.227193484,-77.4493480935
743,169.2273836,-77.4493653819
744,169.227573717,-77.4493826701
745,169.227763835,-77.4493999582
746,169.227953953,-77.4494172462
747,169.228144072,-77.4494345341
748,169.228334191,-77.4494518218
749,169.228524637,-77.4494689186
750,169.228720516,-77.4494828407
751,169.228916396,-77.4494967626
752,169.229112276,-77.4495106844
753,169.229308156,-77.4495246061
754,169.229504037,-77.4495385277
755,169.229699918,-77.449552449
756,169.229848466,-77.4495770463
757,169.229919701,-77.4496190816
758,169.229990937,-77.4496611168
759,169.230062173,-77.449703152
760,169.23013341,-77.4497451872
761,169.230204647,-77.4497872224
762,169.230275885,-77.4498292575
763,169.230250864,-77.4498689268
764,169.230138243,-77.4499064431
765,169.230025621,-77.4499439593
766,169.229912998,-77.4499814755
767,169.229748025,-77.4500063198
768,169.229564347,-77.4500266366
769,169.229380668,-77.4500469532
770,169.229196989,-77.4500672696
771,169.229129306,-77.4501051264
772,169.22910554,-77.450149624
773,169.229081774,-77.4501941216
774,169.229107482,-77.4502384689
775,169.229136962,-77.4502828047
776,169.229166442,-77.4503271406
777,169.229235352,-77.4503688193
778,169.229326431,-77.4504090042
779,169.229417511,-77.450449189
780,169.229508592,-77.4504893738
781,169.229599673,-77.4505295585
782,169.229690755,-77.4505697433
783,169.229781837,-77.450609928
784,169.22987292,-77.4506501126
785,169.229964004,-77.4506902973
786,169.230055088,-77.4507304819
787,169.230146173,-77.4507706665
788,169.230237258,-77.450810851
789,169.230328344,-77.4508510355
790,169.23041943,-77.45089122
791,169.230510517,-77.4509314044
792,169.230601605,-77.4509715889
793,169.230692693,-77.4510117733
794,169.230813916,-77.4510468656
795,169.230970643,-77.4510759587
796,169.23112737,-77.4511050516
797,169.231284099,-77.4511341445
798,169.231440828,-77.4511632373
799,169.231574481,-77.4511968142
800,169.231690024,-77.45123391
801,169.231805568,-77.4512710059
802,169.231921112,-77.4513081016
803,169.232036657,-77.4513451974
804,169.232152203,-77.4513822931
805,169.232267749,-77.4514193887
806,169.232385941,-77.4514559925
807,169.23253674,-77.4514865308
808,169.23268754,-77.451517069
809,169.23283834,-77.4515476071
810,169.232989141,-77.4515781451
811,169.233139944,-77.4516086831
812,169.233290746,-77.451639221
813,169.23344155,-77.4516697588
814,169.233592354,-77.4517002965
815,169.233743159,-77.4517308341
816,169.233892762,-77.4517616497
817,169.234042337,-77.451792472
818,169.234191912,-77.4518232942
819,169.234341488,-77.4518541163
820,169.234491065,-77.4518849383
821,169.234640642,-77.4519157602
822,169.23479022,-77.4519465821
823,169.234939799,-77.4519774039
824,169.235089379,-77.4520082256
825,169.235238959,-77.4520390472
826,169.23538854,-77.4520698687
827,169.235537752,-77.452100772
828,169.235682238,-77.4521327211
829,169.235826725,-77.4521646701
830,169.235971212,-77.452196619
831,169.2361157,-77.4522285678
832,169.236260189,-77.4522605166
833,169.236404679,-77.4522924652
834,169.236549169,-77.4523244138
835,169.23669319,-77.4523564563
836,169.236827524,-77.4523904337
837,169.236961858,-77.4524244112
838,169.237096193,-77.4524583885
839,169.237230529,-77.4524923658
840,169.237364865,-77.452526343
841,169.237499202,-77.4525603201
842,169.23763354,-77.4525942972
843,169.237767879,-77.4526282742
844,169.237902218,-77.4526622512
845,169.238036559,-77.452696228
846,169.238170899,-77.4527302048
847,169.238305241,-77.4527641816
848,169.238439583,-77.4527981583
849,169.238573926,-77.4528321349
850,169.23870827,-77.4528661114
851,169.238863443,-77.4528954761
852,169.239022277,-77.4529240304
853,169.239181111,-77.4529525847
854,169.239339946,-77.4529811389
855,169.239498781,-77.4530096929
856,169.239657618,-77.4530382469
857,169.239792703,-77.4530720736
858,169.239927464,-77.4531059726
859,169.240062225,-77.4531398716
860,169.240196987,-77.4531737704
861,169.240331749,-77.4532076692
862,169.240466513,-77.4532415679
863,169.240601277,-77.4532754666
864,169.240736042,-77.4533093651
865,169.240870807,-77.4533432637
866,169.241005573,-77.4533771621
867,169.24114034,-77.4534110605
868,169.241275108,-77.4534449588
869,169.241409876,-77.4534788571
870,169.241544645,-77.4535127552
871,169.241679415,-77.4535466533
872,169.241814185,-77.4535805514
873,169.241948957,-77.4536144494
874,169.242083728,-77.4536483473
875,169.242218501,-77.4536822451
876,169.242353274,-77.4537161429
877,169.242488049,-77.4537500406
878,169.242622823,-77.4537839383
