"FID","lat","lon"
2381,37.9949712123,-119.053161385
2382,37.9949648143,-119.053191049
2383,37.9949590397,-119.053220852
2384,37.9949532651,-119.053250656
2385,37.9949474905,-119.05328046
2386,37.994941716,-119.053310264
2387,37.9949359414,-119.053340068
2388,37.9949301668,-119.053369871
2389,37.9949243922,-119.053399675
2390,37.9949186176,-119.053429479
2391,37.9949128431,-119.053459283
2392,37.9949070685,-119.053489087
2393,37.9949012939,-119.05351889
2394,37.9948955193,-119.053548694
2395,37.9948897447,-119.053578498
2396,37.9948839702,-119.053608302
2397,37.9948781956,-119.053638106
2398,37.994872421,-119.053667909
2399,37.9948669799,-119.053697771
